CREDENTIAL_TITLE_REPORTED_TO_NSC	CREDENTIAL_LEVEL_CODE	CREDENTIAL_LEVEL_DESC
AAS OPTOMETRIC TECHNICIAN	A	Associates
AAS OPTOMETRIC TECHNOLOGY	A	Associates
AAS OPTOMETRICS	A	Associates
AAS PARALEGAL	A	Associates
AAS PARALEGAL W/HIGH HONORS	A	Associates
AAS PARALEGAL W/HIGHEST HONORS	A	Associates
AAS PARALEGAL W/HNRS	A	Associates
AAS PARALEGAL W/HONORS	A	Associates
AAS PARALEGAL WITH HONORS	A	Associates
AAS PARAMEDICINE	A	Associates
AAS PARAMEDICINE WITH HONORS	A	Associates
AAS PARAPROFESSIONAL EDUCATOR	A	Associates
AAS PARTS MERCHANDISING	A	Associates
AAS PERSONAL FITNESS TRAINER	A	Associates
AAS PHARMACY TECHNICIAN	A	Associates
AAS PHARMACY TECHNOLOGY	A	Associates
AAS PHYSICAL THERAPIST ASSISTANT	A	Associates
AAS PLAS/CHEMICAL TECH	A	Associates
AAS PLASTICS TECH	A	Associates
AAS PLASTICS TECH W/HNRS	A	Associates
AAS POLICE SCIENCE	A	Associates
AAS POLYSOMNOGRAPHIC TECH	A	Associates
AAS POSTHARVEST TECHNOLOGY	A	Associates
AAS POWER TECHNOLOGY	A	Associates
AAS PRACTICAL ACCOUNTING	A	Associates
AAS PRACTICAL NURSING	A	Associates
AAS PRG&SOFTWARE DEVELOPMENT	A	Associates
AAS PRG&SOFTWARE DEVELP W/HONS	A	Associates
AAS PRINTING	A	Associates
AAS PRINTING TECHNOLOGY	A	Associates
AAS PRINTING TECHNOLOGY W/HNRS	A	Associates
AAS PRINTING/LITHOPREP	A	Associates
AAS PRINTING/PRESSWORK	A	Associates
AAS PRINTING/PRINT GENERALIST	A	Associates
AAS PRINTING/TYPESETTING	A	Associates
AAS PROCUREMENT MGT	A	Associates
AAS PROCUREMENT MGT W/HONORS	A	Associates
AAS PROD AGFARM ANIM CROP	A	Associates
AAS PROD AGRI/ANIMAL PROD	A	Associates
AAS PROD AGRI/CROP PROD	A	Associates
AAS PROD AGRI/FARM MGMT	A	Associates
AAS PROD AGRI/FARM OPR	A	Associates
AAS PROD AGRIANIMAL PROD	A	Associates
AAS PROD AGRICFARM MGTANI	A	Associates
AAS PROD AGRICROP PROD	A	Associates
AAS PROD AGRICULTUREANIM	A	Associates
AAS PROD AGRICULTUREFARM	A	Associates
AAS PROD AGRIFARM MGMT	A	Associates
AAS PROD AGRIFARM OPERATION	A	Associates
AAS PRODUCTION AG	A	Associates
AAS PRODUCTION AGCROPS	A	Associates
AAS PRODUCTION AGRI	A	Associates
AAS PRODUCTION AGRIC	A	Associates
AAS PRODUCTION AGRICANIML	A	Associates
AAS PRODUCTION AGRICROPS	A	Associates
AAS PRODUCTION AGRICULCROP	A	Associates
AAS PRODUCTION AGRICULTURE	A	Associates
AAS PRODUCTION ILLUSTRATION	A	Associates
AAS PRODUCTION/PEST MGMT	A	Associates
AAS PROFESSIONAL MEDIA COMM - DIGITAL MEDIA OPTION	A	Associates
AAS PROFESSIONAL MEDIA COMM - PRINT MEDIA OPTION	A	Associates
AAS PROFESSIONAL MEDIA COMM DIGITAL MEDIA OPTION	A	Associates
AAS PROFESSIONAL MEDIA COMM.	A	Associates
AAS PROJECT ADMINISTRATION	A	Associates
AAS PROJECT MANAGEMENT	A	Associates
AAS PUBLISHING ARTS	A	Associates
AAS QUAL ASSUR/QUAL CONTROL	A	Associates
AAS RAD PROTECT TECH W/HONORS	A	Associates
AAS RADIATION PROTECTION TECH	A	Associates
AAS RADIOLOGIC TECH W/HIGH HON	A	Associates
AAS RADIOLOGIC TECH W/HONORS	A	Associates
AAS RADIOLOGIC TECHNOLOGY	A	Associates
AAS RADIOLOGICAL CHEM TECH	A	Associates
AAS RADIOLOGY TECHNOLOGY	A	Associates
AAS REAL ESTATE	A	Associates
AAS RECREATIONAL FACILITY MGT	A	Associates
AAS REFRIGERATION	A	Associates
AAS REFRIGERATION            6	A	Associates
AAS REFRIGERATION TECHNOLOGY	A	Associates
AAS REGISTERED NURSE	A	Associates
AAS RESIRATORY THERAPY	A	Associates
AAS RESPIRATORY CARE	A	Associates
AAS RESPIRATORY CARE TECHNICIAN	A	Associates
AAS RESPIRATORY THERAPIST	A	Associates
AAS RESPIRATORY THERAPY	A	Associates
AAS RESTAURANT MANAGEMENT	A	Associates
AAS RETAIL BUSINESS MANAGEMENT	A	Associates
AAS RETAIL MANAGEMENT	A	Associates
AAS RETAILING	A	Associates
AAS SALES & MARKETING	A	Associates
AAS SALESMANSHIP	A	Associates
AAS SECRETARIAL	A	Associates
AAS SECRETARIAL ADMINISTRATIVE	A	Associates
AAS SECRETARIAL SCIENCE	A	Associates
AAS SECURITY	A	Associates
AAS SERV REPRESENTATIVE	A	Associates
AAS SERVC REPRESENTATIVE	A	Associates
AAS SERVICE REPRESENTATIVE	A	Associates
AAS SERVICES (CO-OP)	A	Associates
AAS SERVICES COOPERATIVE	A	Associates
AAS SHEET METAL	A	Associates
AAS SKI AREA MANAGEMENT	A	Associates
AAS SKI INSTRUCTION	A	Associates
AAS SKI INSTRUCTION          6	A	Associates
AAS SKI INSTRUCTOR/COACHING	A	Associates
AAS SKI RESORT MANAGEMENT	A	Associates
AAS SKI RESORT MANAGEMENT    6	A	Associates
AAS SMALL BUSN ENTREPRENEUR	A	Associates
AAS SMALL ENGINE REPAIR	A	Associates
AAS SMALL GAS ENGINE	A	Associates
AAS SMALL GAS ENGINES	A	Associates
AAS SOC HUM SERV(CHILD/FAMILY)	A	Associates
AAS SOC HUM SERV-CHILD&FAMILY	A	Associates
AAS SOC HUMAN SERV-CHILD&FAM	A	Associates
AAS SOC SERV TECH - GERONTOLOGY	A	Associates
AAS SOCIAL AND HUMAN SERVICES	A	Associates
AAS SOCIAL HUMAN SERV-CHILD&FA	A	Associates
AAS SOCIAL SERVICES TECH	A	Associates
AAS SOFTW SOL DEV SPEC W/HONOR	A	Associates
AAS SOFTW SOL DEV SPECIALIST	A	Associates
AAS SOFTW SOL DEV SPECIALIST W/HIGHEST HONORS	A	Associates
AAS SOFTW SOL DEV SPECIALIST W/HONORS	A	Associates
AAS SOFTW SOL DEV SPECIALIST WITH HIGHEST HONORS	A	Associates
AAS SOFTW SOL DEV SPECIALIST WITH HONORS	A	Associates
AAS SOFTWARE DEVELOPMENT	A	Associates
AAS SOFTWARE PROGRAMMING TECH	A	Associates
AAS SOFTWARE SOLUTIONS DEVEL	A	Associates
AAS SPECIALTY DESSERTS&BREADS	A	Associates
AAS SPECIALTY DESSERTS/BREADS	A	Associates
AAS SUPERVISION OF PERSONNEL	A	Associates
AAS SUPERVISORY MANAGEMENT	A	Associates
AAS SUPERVISORY MANAGEMENT WITH HIGHEST HONORS	A	Associates
AAS SUPERVISORY MGMNT W/HONORS	A	Associates
AAS SUPERVISORY MGMT W/HONORS	A	Associates
AAS SUPERVISRY MGMT W/HIGH HNR	A	Associates
AAS SURGICAL TECHNOLOGY	A	Associates
AAS SURGICAL TECHNOLOGY W/H/HN	A	Associates
AAS SURGICAL TECHNOLOGY W/HONS	A	Associates
AAS SURVEYING & GEOMATICS	A	Associates
AAS SURVEYING & GEOMATICS WITH HIGHEST HONORS	A	Associates
AAS SURVEYING &GEOMATICS W/HNR	A	Associates
AAS SURVEYING-GEOMATICS TECH	A	Associates
AAS TECH ILLUSTRATION W/HONORS	A	Associates
AAS TECHNICAL COMMUNICATION	A	Associates
AAS TECHNICAL ILLUSTRATION	A	Associates
AAS TECHNICAL SUPPORT SPECIALIST-INFORMATION TECH	A	Associates
AAS TECHNOLOGY	A	Associates
AAS TECHNOLOGY (CO-OP)	A	Associates
AAS TECHNOLOGY COOPERATIVE	A	Associates
AAS TELECOM ENGR TECH	A	Associates
AAS TELECOM ENGR TECH W/HNRS	A	Associates
AAS TELECOM ENGR TECH-EVE	A	Associates
AAS TELECOMMUNIC TECH	A	Associates
AAS TELECOMMUNIC TECH W/HNRS	A	Associates
AAS TELECOMMUNICATION W/HNRS	A	Associates
AAS TELECOMMUNICATIONS	A	Associates
AAS TELECOMMUNICATIONS W/HNR	A	Associates
AAS TELECOMMUNICATIONS W/HNRS	A	Associates
AAS TELEVISION/VIDEO PROD	A	Associates
AAS THERAPEUTIC RECREATION	A	Associates
AAS TRANSPORTATION MGT	A	Associates
AAS TRAVEL & TOURISM MGMT	A	Associates
AAS TRAVEL & TRANSPORTATION	A	Associates
AAS TRAVEL MANAGEMENT	A	Associates
AAS TREE FRUIT PRODUCTION	A	Associates
AAS VASCULAR TECHNOLOGY	A	Associates
AAS VET TECHNOLOGY	A	Associates
AAS VETERINARY TECHNOLOGY	A	Associates
AAS VIDEO PRODUCTION	A	Associates
AAS VISCOM-COMMUNICATION	A	Associates
AAS VISCOM-PROF PHOTO	A	Associates
AAS VISION CARE TECHNOLOGY	A	Associates
AAS VISUAL COMMUNICATIONS	A	Associates
AAS WATCH REPAIR	A	Associates
AAS WATER RESOURCES	A	Associates
AAS WATER RESOURCES TECH	A	Associates
AAS WATER RESOURCES TECHNICIAN	A	Associates
AAS WATER RESOURCES TECHNOLOGY	A	Associates
AAS WATER RESOURES	A	Associates
AAS WATER RESRCE/HYDROGRAPHER	A	Associates
AAS WATER RESRCE/WATER QUALITY	A	Associates
AAS WATR RESC/WATR & WASTEWATR	A	Associates
AAS WEB BUSINESS DEVELOPMENT	A	Associates
AAS WEB DEVELOPMENT TECHNOLOGY	A	Associates
AAS WEB TECH/GENERAL DEVELOP	A	Associates
AAS WEB TECH/JAVA OPTION	A	Associates
AAS WEB TECH/MULTIMEDIA OPTION	A	Associates
AAS WEB TECH/WEB DEVELOPMENT	A	Associates
AAS WEB TECH/WEB MULTIMEDIA	A	Associates
AAS WEB TECHNOLOGY	A	Associates
AAS WEB/DATABASE DEVELOPER	A	Associates
AAS WELDING TECH	A	Associates
AAS WELDING TECH W/HIGH HONORS	A	Associates
AAS WELDING TECH W/HNRS	A	Associates
AAS WELDING TECH WITH HONORS	A	Associates
AAS WELDING TECHNLOGY W/HNRS	A	Associates
AAS WELDING TECHNOLOGY	A	Associates
AAS WELDING TECHNOLOGY W/HON	A	Associates
AAS WELDING TECHNOLOGY W/HONOR	A	Associates
AAS WELDING TECHNOLOGY W/HONRS	A	Associates
AAS WIRELESS COMMUNICATION	A	Associates
AAS WIRELESS COMMUNICATIONS	A	Associates
AAS WITH HONORS	A	Associates
AAS WOOD CONST/CARPENTRY	A	Associates
AAS WORD PROCESS SPEC	A	Associates
AAS WORD PROCESS SPEC W/HNRS	A	Associates
AAS WORD PROCESSING	A	Associates
AAS WORD PROCESSING SPEC	A	Associates
AAS WORD PROCESSING SPEC W/HNR	A	Associates
AAS WORD PROCESSING SPECIALIST	A	Associates
AAS WRD PROC SPEC W/HNRS	A	Associates
AAS- AGRI-BUSINESS TECHNOLOGY	A	Associates
AAS- CRIMINAL JUSTICE	A	Associates
AAS- EARLY CHILDHOOD EDUCATION	A	Associates
AAS- HEARING INSTR. SPECIALIST	A	Associates
AAS- INDUS CMPTG/PROCESS CONTRL	A	Associates
AAS- IT INFO. TECH. GENERAL	A	Associates
AAS- MEDICAL ASSISTANT	A	Associates
AAS- MICRO-COMPUTER SPECIALIST	A	Associates
AAS- MICROCOMPUTER APPL SPECIALIST	A	Associates
AAS- NURSING	A	Associates
AAS--ACCOUNTING TECHNOLOGY	A	Associates
AAS--GEN OCCUPATIONAL TECHNICAL STUDIES AND PRACTICAL NURSE DIPLOMA	A	Associates
AAS--GENERAL OCCUPATIONAL AND TECHNICAL STUDIES AND MECHANICAL DRAFTER DIPLOMA	A	Associates
AAS--MANAGEMENT TECHNOLOGY/BUSINESS	A	Associates
AAS--NURSING	A	Associates
AAS--PROFESSIONAL SECRETARYSHIP	A	Associates
AAS--PROFESSIONAL SECRETARYSHIP-MEDICAL	A	Associates
AAS-ACCOUNTING	A	Associates
AAS-ACCOUNTING HHR	A	Associates
AAS-ACCOUNTING HNR	A	Associates
AAS-ACCOUNTING TECH	A	Associates
AAS-ACCOUNTING TECHNICIAN	A	Associates
AAS-ADDICTION COUNSELOR ED HNR	A	Associates
AAS-ADDICTION STUDIES	A	Associates
AAS-ADM OF JUST-CORRECTIONS	A	Associates
AAS-ADM OFFICE SYS-MEDICAL OPT	A	Associates
AAS-ADM OFFICE SYS. ACCTG OPT	A	Associates
AAS-ADM OFFICE SYS. LEGAL OPT	A	Associates
AAS-ADM OFFICE SYS.-ADMIN ASST	A	Associates
AAS-ADMIN COMPUTER SPECIALIST	A	Associates
AAS-ADMIN PROFESSIONAL SRVCS	A	Associates
AAS-ADMIN/COMPUTER SPECIALIST	A	Associates
AAS-ADMINISTRATIVE ASSIST	A	Associates
AAS-ADMINISTRATIVE ASSISTANT	A	Associates
AAS-ADMINISTRATIVE ASST	A	Associates
AAS-ADMINISTRATIVE ASST HHR	A	Associates
AAS-ADMINISTRATIVE ASST HNR	A	Associates
AAS-ADVERTISING ART	A	Associates
AAS-AG BIO-TECHNOLOGY (FORMER)	A	Associates
AAS-AG. ENGINEERING TECHNOLOGY	A	Associates
AAS-AG. MARKETING TECH.	A	Associates
AAS-AG. MGMT. TECHNOLOGY	A	Associates
AAS-AG. TECH.- ANIMAL SCI.	A	Associates
AAS-AG. TECH.-POULTRY TECH.	A	Associates
AAS-AG. TECH..-LIVESTOCK HLTH.	A	Associates
AAS-AG. TECHNOLOGY-PLANT SCI.	A	Associates
AAS-AGRIBUSFARM CHEMFEEDS	A	Associates
AAS-AGRIBUSINESS	A	Associates
AAS-AGRIBUSINESS MANAGEMENT	A	Associates
AAS-AGRIBUSINESSFARM CHEM	A	Associates
AAS-AGRIBUSINESSFEED SEED	A	Associates
AAS-AGRICULTURAL MARKETING AND FINANCE	A	Associates
AAS-AGRICULTURAL OPERATIONS MANAGEMENT	A	Associates
AAS-AGRICULTURAL SALES AND SERVICE	A	Associates
AAS-AGRICULTURE PRODUCTION TEC	A	Associates
AAS-AIR COND HEAT & REFR	A	Associates
AAS-AIR COND HEATING REFRIG	A	Associates
AAS-AIR COND REFRIG & HEAT	A	Associates
AAS-AIR COND REFRIG HEATING	A	Associates
AAS-AIR TRAFFIC CONTROL	A	Associates
AAS-AIR TRANSPORTATION	A	Associates
AAS-AIRLINE DISPATCH	A	Associates
AAS-AOS-COMPTR. SUPPORT SPEC.	A	Associates
AAS-APPLIANCE & REFRIG TECHNOL	A	Associates
AAS-APPLIANCE & REFRIGERATION	A	Associates
AAS-APPLIANCE TECHN	A	Associates
AAS-ARCHITECTURAL DRAFTING	A	Associates
AAS-AS 400	A	Associates
AAS-AUDIO PRODUCTION TECH	A	Associates
AAS-AUTO BODY & FENDER	A	Associates
AAS-AUTO BODY REPAIR	A	Associates
AAS-AUTO BODY TECHNOLOGY	A	Associates
AAS-AUTO COLLISION REPAIR TECH	A	Associates
AAS-AUTO MECHANICS	A	Associates
AAS-AUTOMATED SYSTEMS TECH (FORMER)	A	Associates
AAS-AUTOMOTIVE	A	Associates
AAS-AUTOMOTIVE HNR	A	Associates
AAS-AUTOMOTIVE MECHANICS	A	Associates
AAS-AUTOMOTIVE SERVICE TECH	A	Associates
AAS-AUTOMOTIVE SERVICE TECHNOLOGY	A	Associates
AAS-AUTOMOTIVE TECH	A	Associates
AAS-AUTOMOTIVE TECHNOLOGY	A	Associates
AAS-AVIATION	A	Associates
AAS-AVIATION MAINT	A	Associates
AAS-AVIATION MAINT TECH	A	Associates
AAS-AVIATION MAINTENACE TEC	A	Associates
AAS-AVIATION MAINTENANCE	A	Associates
AAS-AVIATION MAINTENANCE TC	A	Associates
AAS-AVIATION MAINTENANCE TECH	A	Associates
AAS-AVIATION TECH - PROF PILOT	A	Associates
AAS-AVT-AIR TRAFFIC CONTROL	A	Associates
AAS-AVT-AIRLINE DISPATCH	A	Associates
AAS-BAKERY MGMT	A	Associates
AAS-BAKERY MGMT HNR	A	Associates
AAS-BAKING	A	Associates
AAS-BAKING (COMMERCIAL)	A	Associates
AAS-BANKING & FINANCE	A	Associates
AAS-BILINGUAL ADMIN OFFICE AST	A	Associates
AAS-BILINGUAL LEGAL OFFICE AST	A	Associates
AAS-BILINGUAL MEDICAL OFF ASST	A	Associates
AAS-BIOMEDICAL EQUIP TECHNICN	A	Associates
AAS-BUILDING CONSTRUCT	A	Associates
AAS-BUILDING CONSTRUCTION TECH	A	Associates
AAS-BUS HOSP/TRAVEL MGMT	A	Associates
AAS-BUS MEDICAL OFF & BILLING	A	Associates
AAS-BUS MGMT-E-COMMERCE SPEC	A	Associates
AAS-BUS MGMT-ENTREPRENEUR SPEC	A	Associates
AAS-BUS SOFTWR APP	A	Associates
AAS-BUS SOFTWR APP SPEC	A	Associates
AAS-BUS SOFTWR APP SPEC HHR	A	Associates
AAS-BUS. INFO. TECHNOLOGY	A	Associates
AAS-BUSINESS ACCOUNTING	A	Associates
AAS-BUSINESS ADMIN	A	Associates
AAS-BUSINESS ADMIN HNR	A	Associates
AAS-BUSINESS MANAGEMENT	A	Associates
AAS-BUSINESS MANAGEMENT AE/FM	A	Associates
AAS-BUSINESS MANAGEMENT AE/MKT	A	Associates
AAS-BUSINESS MANAGEMENT AE/SBM	A	Associates
AAS-BUSINESS MANAGEMENT AE/T&L	A	Associates
AAS-BUSINESS MEDICAL SERVICES	A	Associates
AAS-BUSINESS MGMT MRKT SPEC	A	Associates
"AAS-BUSINESS MGMT, MRKT SPEC"	A	Associates
AAS-BUSINESS MGT/HEALTHCARE	A	Associates
AAS-BUSINESS SOFTWARE APPS HNR	A	Associates
AAS-BUSINESS TECHNOLOGY - MANAGEMENT	A	Associates
"AAS-BUSINESS, GENERAL"	A	Associates
AAS-CAMERA REPAIR TECHNOLOGY	A	Associates
AAS-CARDIO-PULMONARY	A	Associates
AAS-CARDIO-PULMONARY TECH	A	Associates
AAS-CARDIOPULMONARY TECH	A	Associates
AAS-CARP TECH-RES & LIGHT COM	A	Associates
AAS-CARPENTRY	A	Associates
AAS-CARPENTRY & CABINETRY	A	Associates
AAS-CHEM DEPENDENCY CNSLR TRN	A	Associates
AAS-CHEM DEPENDENCY STUDIES	A	Associates
AAS-CHEMICAL DEPENDENCY	A	Associates
AAS-CHEMICAL DEPENDENCY STUDIES	A	Associates
AAS-CHILD & FAMILY ED - ECE	A	Associates
AAS-CHILD & FAMILY EDUC - ECE	A	Associates
AAS-CHILD CARE & DEVELOPMENT	A	Associates
AAS-CHILD/FAMILY ED - PARAEDUC	A	Associates
AAS-CHM DEPENDENCY PRF STUDIES	A	Associates
AAS-CIS SFTWR/NETWRK SUP	A	Associates
AAS-CIVIL DESIGN ENGINEERING	A	Associates
AAS-CIVIL ENGINEERING	A	Associates
AAS-CIVIL ENGINEERING TECH	A	Associates
AAS-CJ-FORENSIC TECHNOLOGY	A	Associates
AAS-CLER-TYPIST	A	Associates
AAS-CLERICAL	A	Associates
AAS-CLERK-TYPIST	A	Associates
AAS-CLIMATE CONTROL TECHNOLOGY	A	Associates
AAS-COM SCI-BUSINESS OPT	A	Associates
AAS-COM SCI-PROGRAM OPTION	A	Associates
AAS-COM SCI-SOFTWARE OPT	A	Associates
AAS-COM/IND REFRIGERATION&HVAC	A	Associates
AAS-COMMERCIAL BAKING	A	Associates
AAS-COMMERCIAL MUSIC EMPHASIS	A	Associates
AAS-COMMERCL/INDUS REFRIG HVAC	A	Associates
AAS-COMP & ELECT SYSTEMS SERV	A	Associates
AAS-COMP ADV NETWORK	A	Associates
AAS-COMP AUTO/ELEC INSTRUMENTN	A	Associates
AAS-COMP MACHINING & MANUFACT	A	Associates
AAS-COMP PROGRAM APPLICATIONS	A	Associates
AAS-COMP. NETWORK A+ & CISCO	A	Associates
"AAS-COMP.NET. A+, MS & NOVELL"	A	Associates
AAS-COMPUTER AIDED DRAFT (CAD)	A	Associates
AAS-COMPUTER AIDED DRAFTING	A	Associates
AAS-COMPUTER APPLICATIONS TECH	A	Associates
AAS-COMPUTER INFO SYSTEMS	A	Associates
AAS-COMPUTER INFORMATION	A	Associates
AAS-COMPUTER NETWORK	A	Associates
AAS-COMPUTER NETWORK  ENG TECH	A	Associates
AAS-COMPUTER NETWORK TECHNOLOG	A	Associates
AAS-COMPUTER NETWORKING	A	Associates
AAS-COMPUTER PROGRAMMING	A	Associates
AAS-COMPUTER SCIENCE	A	Associates
AAS-COMPUTER SOFTWARE SUPPORT	A	Associates
AAS-COMPUTER SUPPORT	A	Associates
AAS-COMPUTER SUPPORT HNR	A	Associates
AAS-COMPUTER SYSTEMS ADMIN	A	Associates
AAS-COMPUTER-MULTIMEDIA OPTION	A	Associates
AAS-CONCRETE TECHNOLOGY	A	Associates
AAS-CONSTRUCTION	A	Associates
AAS-CONSTRUCTION DESIGN	A	Associates
AAS-CONSTRUCTION HHR	A	Associates
AAS-COOKING/RESTR MGMT	A	Associates
AAS-COOKING/RESTR MGMT HHR	A	Associates
AAS-COOKING/RESTR MGMT HNR	A	Associates
AAS-CORRECTIONS	A	Associates
AAS-COSMETOLOGY	A	Associates
AAS-CREDIT & FINANCIAL MGMT	A	Associates
AAS-CREDIT & FINANCIAL MGT	A	Associates
AAS-CRIMINAL JUSTICE	A	Associates
AAS-CRIMINAL JUSTICE TECH.	A	Associates
AAS-CULINARY ARTS	A	Associates
AAS-CUM LAUDE	A	Associates
AAS-CUSTOM SADDLE MAKING	A	Associates
AAS-DATA PROCESSING	A	Associates
AAS-DENTAL ASSISTING	A	Associates
AAS-DENTAL HYGIENE	A	Associates
AAS-DENTAL HYGIENE HHR	A	Associates
AAS-DENTAL HYGIENE HNR	A	Associates
AAS-DESIGN DRAFTING TECHNOLOGY	A	Associates
AAS-DESIGN ENGINEERING TECH	A	Associates
AAS-DEV DISABLED SPEC OPTION	A	Associates
AAS-DEVELOP DISAB SPEC	A	Associates
AAS-DIAGNOSTIC MEDICAL SONOGRAPHY-VASCULAR TECH	A	Associates
AAS-DIESEL	A	Associates
AAS-DIESEL EQUIPMENT TECH	A	Associates
AAS-DIESEL HEAVY DUTY EQUIP	A	Associates
AAS-DIESEL HEAVY EQUIP	A	Associates
AAS-DIESEL HHR	A	Associates
AAS-DIESEL HNR	A	Associates
AAS-DIESEL HVY DUTY EQUIP	A	Associates
AAS-DIESEL TECHNOLOGY	A	Associates
AAS-DIESELHEAVY DUTY EUIP	A	Associates
AAS-DIGITAL MEDIA TECHNOLOGY	A	Associates
AAS-DIVERSIFIED AG	A	Associates
AAS-DTA	A	Associates
AAS-DTA WITH HIGH DISTINCTION	A	Associates
AAS-E-AGRIBUSINESS	A	Associates
AAS-EARLY CHILD DEVELOPMENT	A	Associates
AAS-EARLY CHILD EDUCATION	A	Associates
AAS-EARLY CHILDHOOD ED	A	Associates
AAS-EARLY CHILDHOOD ED HHR	A	Associates
AAS-EARLY CHILDHOOD ED HNR	A	Associates
AAS-EARLY CHILDHOOD EDUCATION	A	Associates
AAS-ECE DEV DISABLED SPEC OPT	A	Associates
AAS-ECE PRESCHOOL SPED OPTION	A	Associates
AAS-ECHO CARDNONINV TECH	A	Associates
AAS-ECHOCARDIONONINVAS TEC	A	Associates
AAS-ECHOCARDMONINV TECH	A	Associates
AAS-ECHOCARDNONINV TECH	A	Associates
AAS-EDUCATION PARAPROFESSIONAL	A	Associates
AAS-EDUCATIONAL PARAPROFESS	A	Associates
AAS-ELECTRICAL TECHNOLOGY	A	Associates
AAS-ELECTRICIAN	A	Associates
AAS-ELECTRO MECHANICAL	A	Associates
AAS-ELECTRO MECHANICAL TECH	A	Associates
AAS-ELECTROMECHANICAL SYSTEMS TECHNOLOGY	A	Associates
AAS-ELECTRONIC ENGINEERING TEC	A	Associates
AAS-ELECTRONIC ENGRG TECH	A	Associates
AAS-ELECTRONIC TECH	A	Associates
AAS-ELECTRONIC TECHNOLOGY	A	Associates
AAS-ELECTRONICS	A	Associates
AAS-ELECTRONICS ENGINEER TECH	A	Associates
AAS-ELECTRONICS SYSTEMS TECH	A	Associates
AAS-ELECTRONICS TECH	A	Associates
AAS-ELECTRONICS TECHNICIAN	A	Associates
AAS-ELECTRONICS TECHNOLOGY	A	Associates
AAS-ELECTRONICS-MANUFACTURING	A	Associates
AAS-ELECTRONICS-TELECOMMUNICTN	A	Associates
AAS-ELECTRONICSIND INSTR	A	Associates
AAS-ELECTRONICSIND INSTRM	A	Associates
AAS-EMERGENCY MEDICAL SERVICES	A	Associates
AAS-EMT PARAMEDIC	A	Associates
AAS-EMT-PARAMEDIC	A	Associates
AAS-ENGINEERING	A	Associates
AAS-ENGINEERING CAD	A	Associates
AAS-ENGINEERING DRAWING	A	Associates
AAS-ENGR DRAWING	A	Associates
AAS-ENV HORTICULTURE-LANDS	A	Associates
AAS-ENV HORTICULTUREFLOR	A	Associates
AAS-ENV HORTICULTUREFLORAL	A	Associates
AAS-ENV HORTICULTUREGREENH	A	Associates
AAS-ENV HORTICULTUREGRN HS	A	Associates
AAS-ENV HORTICULTUREGRNHS	A	Associates
AAS-ENV HORTICULTURELANDS	A	Associates
AAS-ENV HORTICULTURELANDSC	A	Associates
"AAS-ENVIR REG, SAFETY, & HAZ"	A	Associates
"AAS-ENVIRON, HEALTH & SAFETY"	A	Associates
AAS-ENVIRON. HORT. TECHNOLOGY	A	Associates
AAS-EXECUTIVE ADMIN ASSISTAN	A	Associates
AAS-EXECUTIVE SECRETARY	A	Associates
AAS-FAMILY/CONSUMER TECHNOLOGY	A	Associates
AAS-FARM MACHINERY	A	Associates
AAS-FARM MACHINERY REPAIR	A	Associates
AAS-FARM MAHCINERY	A	Associates
AAS-FARM TECHNICIAN	A	Associates
AAS-FASHION MERCHANDISING	A	Associates
AAS-FEDERAL TAX PRACTICE	A	Associates
AAS-FIRE & EMERGENCY SVCS TECH	A	Associates
AAS-FIRE COMMAND ADMIN	A	Associates
AAS-FIRE OFFICER DEGREE	A	Associates
AAS-FIRE SCIENCE	A	Associates
AAS-FISHERIES AND AQUACULTURE	A	Associates
AAS-FISHERIES TECHNOLO	A	Associates
AAS-FISHERIES TECHNOLOGY	A	Associates
AAS-FITNESS MANAGEMENT TECH	A	Associates
AAS-FITNESS TRAINER	A	Associates
AAS-FITNESS TRAINER HNR	A	Associates
AAS-FLEXIBLE MANUFACTURING	A	Associates
AAS-FLUID POWER	A	Associates
AAS-FOOD TECHNOLOGY	A	Associates
AAS-FOOD TECHNOLOGY-ENOLOGY	A	Associates
AAS-FORENSIC TECHNOLOGY	A	Associates
AAS-FOREST TECHNOLOGY	A	Associates
AAS-GEN. BUSINESS TECHNOLOGY	A	Associates
AAS-GENERAL BUSINESS	A	Associates
AAS-GEOGRAPHIC INFO SYS TECH	A	Associates
AAS-GEOGRAPHIC INFORMATION SYS	A	Associates
AAS-GERONTOLOGY PARAPROF	A	Associates
AAS-GRAPHIC DESIGN	A	Associates
AAS-GRAPHIC TECHNOLOGY	A	Associates
AAS-HEALTH/FITNESS TECHNICIAN	A	Associates
AAS-HEAVY DUTY EQUIP	A	Associates
AAS-HORTICULTURE SCIENCE	A	Associates
AAS-HOSP/TRAV MGMT	A	Associates
AAS-HOSP/TRAVEL OPTION	A	Associates
AAS-HOSPITALITY MANAGEMENT	A	Associates
AAS-HOTEL MOTEL MGT	A	Associates
AAS-HOTEL-MOTEL MANAGEMENT	A	Associates
AAS-HOTEL-MOTEL MGT	A	Associates
AAS-HOTEL/REST.	A	Associates
AAS-HOTEL/RESTAURANT MGMT	A	Associates
AAS-HS EARLY CHILDHOOD ED	A	Associates
AAS-HS-GERONTOLOGY	A	Associates
AAS-HS-HEARING IMPAIRED SERV	A	Associates
AAS-HS-SOCIAL SERVICE PARA	A	Associates
AAS-HS-SPECIAL EDUCATION	A	Associates
AAS-HS-SUBSTANCE ABUSE	A	Associates
